"module";"genotype";"Y";"X";"W_02.07.21";"W_09.07.21";"W_16.07.21";"W_23.07.21";"W_30.07.21";"W_06.08.21";"W_13.08.21";"W_20.08.21";"W_27.08.21";"W_03.09.21";"W_10.09.21";"W_17.09.21";"W_24.09.21";"W_02.07.21_TT";"W_09.07.21_TT";"W_16.07.21_TT";"W_23.07.21_TT";"W_30.07.21_TT";"W_06.08.21_TT";"W_13.08.21_TT";"W_20.08.21_TT";"W_27.08.21_TT";"W_03.09.21_TT";"W_10.09.21_TT";"W_17.09.21_TT";"W_24.09.21_TT"
"date 1";"FV252";9;6;0;0;0;0;0;0.0476190476190476;0.0476190476190476;0.0476190476190476;0.238095238095238;0.285714285714286;0.285714285714286;0.285714285714286;0.285714285714286;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 3";"FV252";9;6;0;0;0.0909090909090909;0.0909090909090909;0.0909090909090909;0.227272727272727;0.227272727272727;0.318181818181818;0.318181818181818;0.318181818181818;0.409090909090909;0.5;0.5;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 1";"F271";10;6;0;0.125;0.125;0.5;0.5;0.5;0.625;0.75;0.75;0.75;0.75;0.75;0.75;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 2";"G18-M40";10;6;0;0;0;0.333333333333333;0.466666666666667;0.533333333333333;0.533333333333333;0.666666666666667;0.733333333333333;0.8;0.866666666666667;0.933333333333333;0.933333333333333;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 3";"SA24U";10;6;0;0;0.0434782608695652;0.130434782608696;0.304347826086957;0.304347826086957;0.347826086956522;0.347826086956522;0.347826086956522;0.391304347826087;0.608695652173913;0.608695652173913;0.608695652173913;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 2";"B73";11;6;0;0;0;0.111111111111111;0.222222222222222;0.222222222222222;0.222222222222222;0.333333333333333;0.333333333333333;0.333333333333333;0.388888888888889;0.5;0.555555555555556;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 3";"F271";11;6;0;0;0.0588235294117647;0.352941176470588;0.411764705882353;0.470588235294118;0.470588235294118;0.470588235294118;0.470588235294118;0.470588235294118;0.470588235294118;0.470588235294118;0.470588235294118;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 1";"F66";11;6;0;0;0;0;0;0;0;0;0.416666666666667;0.416666666666667;0.416666666666667;0.416666666666667;0.416666666666667;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 1";"B73";2;7;0;0;0;0.4;0.4;0.4;0.4;0.4;0.5;0.5;0.5;0.7;0.7;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 2";"FV2";2;7;0;0;0;0;0;0;0.0769230769230769;0.230769230769231;0.230769230769231;0.230769230769231;0.384615384615385;0.461538461538462;0.461538461538462;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 3";"LO32";2;7;0;0;0.0588235294117647;0.117647058823529;0.235294117647059;0.235294117647059;0.235294117647059;0.294117647058824;0.294117647058824;0.411764705882353;0.529411764705882;0.529411764705882;0.529411764705882;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 3";"F618";3;7;0;0.0833333333333333;0.125;0.291666666666667;0.416666666666667;0.416666666666667;0.416666666666667;0.416666666666667;0.416666666666667;0.416666666666667;0.416666666666667;0.416666666666667;0.416666666666667;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 2";"F918";3;7;0;0;0;0.2;0.2;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 1";"F918";4;7;0;0.111111111111111;0.222222222222222;0.666666666666667;0.666666666666667;0.666666666666667;0.777777777777778;0.777777777777778;0.888888888888889;0.888888888888889;0.888888888888889;0.888888888888889;0.888888888888889;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 2";"G18-F318";4;7;0;0;0.0952380952380952;0.0952380952380952;0.142857142857143;0.142857142857143;0.238095238095238;0.333333333333333;0.333333333333333;0.333333333333333;0.571428571428571;0.571428571428571;0.571428571428571;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 3";"SA24U";4;7;0;0;0.0416666666666667;0.333333333333333;0.583333333333333;0.583333333333333;0.583333333333333;0.791666666666667;0.791666666666667;0.833333333333333;0.875;0.916666666666667;0.916666666666667;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 1";"F618";5;7;0;0;0;0.0714285714285714;0.142857142857143;0.285714285714286;0.285714285714286;0.5;0.714285714285714;0.714285714285714;0.714285714285714;0.714285714285714;0.714285714285714;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 3";"G18-F36";5;7;0;0;0.0909090909090909;0.272727272727273;0.318181818181818;0.363636363636364;0.409090909090909;0.409090909090909;0.409090909090909;0.409090909090909;0.727272727272727;0.727272727272727;0.727272727272727;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 2";"G18-M52";5;7;0;0;0;0.285714285714286;0.285714285714286;0.285714285714286;0.428571428571429;0.428571428571429;0.571428571428571;0.571428571428571;0.714285714285714;0.714285714285714;0.857142857142857;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 2";"F64";6;7;0;0;0.105263157894737;0.578947368421053;0.631578947368421;0.684210526315789;0.684210526315789;0.684210526315789;0.684210526315789;0.684210526315789;0.684210526315789;0.684210526315789;0.736842105263158;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 3";"G18-M40";6;7;0;0;0.105263157894737;0.157894736842105;0.157894736842105;0.473684210526316;0.473684210526316;0.578947368421053;0.578947368421053;0.578947368421053;0.631578947368421;0.631578947368421;0.631578947368421;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 1";"LO3";6;7;0;0;0;0;0.0588235294117647;0.235294117647059;0.294117647058824;0.294117647058824;0.294117647058824;0.352941176470588;0.764705882352941;0.764705882352941;0.764705882352941;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 1";"F64";7;7;0;0;0;0.538461538461538;0.692307692307692;0.692307692307692;0.692307692307692;0.692307692307692;0.769230769230769;0.769230769230769;0.846153846153846;0.846153846153846;0.846153846153846;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 3";"FV2";7;7;0;0.0555555555555556;0.0555555555555556;0.0555555555555556;0.0555555555555556;0.0555555555555556;0.0555555555555556;0.111111111111111;0.111111111111111;0.111111111111111;0.277777777777778;0.277777777777778;0.277777777777778;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 2";"HP301";7;7;0;0;0.0625;0.4375;0.4375;0.5;0.5;0.5;0.5625;0.5625;0.625;0.6875;0.6875;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 3";"Mo17";8;7;0;0;0;0.05;0.05;0.1;0.1;0.2;0.35;0.4;0.45;0.5;0.5;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 1";"NYS302";8;7;0;0;0;0.666666666666667;0.75;0.75;0.75;0.833333333333333;0.833333333333333;0.833333333333333;0.833333333333333;0.833333333333333;0.833333333333333;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 2";"SA24U";8;7;0;0.0625;0.125;0.1875;0.5;0.5625;0.625;0.625;0.6875;0.75;0.8125;0.8125;0.8125;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 2";"B73";9;7;0;0;0.0625;0.125;0.25;0.375;0.4375;0.5625;0.5625;0.625;0.8125;0.875;0.875;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 3";"F64";9;7;0.19047619047619;0.19047619047619;0.380952380952381;0.619047619047619;0.619047619047619;0.714285714285714;0.80952380952381;0.80952380952381;0.80952380952381;0.80952380952381;0.80952380952381;0.80952380952381;0.80952380952381;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 1";"F66";9;7;0;0;0;0.0769230769230769;0.0769230769230769;0.230769230769231;0.230769230769231;0.230769230769231;0.230769230769231;0.384615384615385;0.538461538461538;0.538461538461538;0.538461538461538;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 3";"C105";10;7;0;0;0;0.0526315789473684;0.105263157894737;0.105263157894737;0.368421052631579;0.421052631578947;0.526315789473684;0.578947368421053;0.684210526315789;0.789473684210526;0.789473684210526;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 2";"F66";10;7;0;0;0;0.0454545454545455;0.0454545454545455;0.0909090909090909;0.0909090909090909;0.181818181818182;0.272727272727273;0.363636363636364;0.772727272727273;0.772727272727273;0.772727272727273;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 1";"MBS847";10;7;0;0;0;0.166666666666667;0.333333333333333;0.5;0.555555555555556;0.666666666666667;0.666666666666667;0.666666666666667;0.666666666666667;0.666666666666667;0.666666666666667;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 3";"G18-F318";11;7;0;0;0.0476190476190476;0.0476190476190476;0.0476190476190476;0.0476190476190476;0.0952380952380952;0.0952380952380952;0.142857142857143;0.142857142857143;0.285714285714286;0.333333333333333;0.333333333333333;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 1";"G18-M52";11;7;0;0;0;0;0;0.181818181818182;0.454545454545455;0.636363636363636;0.727272727272727;0.727272727272727;0.727272727272727;0.727272727272727;0.727272727272727;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 2";"G18-M52";11;7;0;0;0;0.307692307692308;0.384615384615385;0.384615384615385;0.384615384615385;0.692307692307692;0.769230769230769;0.769230769230769;0.769230769230769;0.769230769230769;0.846153846153846;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 1";"G18-F36";2;8;0;0.0588235294117647;0.117647058823529;0.117647058823529;0.176470588235294;0.470588235294118;0.529411764705882;0.588235294117647;0.705882352941177;0.764705882352941;0.764705882352941;0.764705882352941;0.764705882352941;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 2";"G18-F36";2;8;0;0;0;0;0.0666666666666667;0.2;0.266666666666667;0.333333333333333;0.333333333333333;0.333333333333333;0.666666666666667;0.733333333333333;0.733333333333333;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 3";"SA24U";2;8;0;0.0909090909090909;0.227272727272727;0.272727272727273;0.409090909090909;0.545454545454545;0.545454545454545;0.545454545454545;0.590909090909091;0.636363636363636;0.681818181818182;0.681818181818182;0.681818181818182;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 3";"F618";3;8;0;0.0625;0.0625;0.125;0.125;0.125;0.1875;0.1875;0.3125;0.3125;0.375;0.375;0.375;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 1";"G18-F318";3;8;0;0;0;0.0526315789473684;0.0526315789473684;0.157894736842105;0.263157894736842;0.263157894736842;0.263157894736842;0.315789473684211;0.631578947368421;0.789473684210526;0.789473684210526;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 2";"LO32";3;8;0;0;0.2;0.4;0.5;0.5;0.6;0.7;0.7;0.7;0.7;0.7;0.7;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 1";"F918";4;8;0;0.272727272727273;0.909090909090909;0.909090909090909;0.909090909090909;0.909090909090909;0.909090909090909;0.909090909090909;0.909090909090909;0.909090909090909;1;1;1;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 3";"F918";4;8;0;0;0.176470588235294;0.588235294117647;0.764705882352941;0.941176470588235;0.941176470588235;1;1;1;1;1;1;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 2";"FV252";4;8;0.0555555555555556;0.0555555555555556;0.111111111111111;0.111111111111111;0.111111111111111;0.166666666666667;0.277777777777778;0.333333333333333;0.333333333333333;0.333333333333333;0.388888888888889;0.444444444444444;0.5;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 1";"F271";5;8;0;0;0.0909090909090909;0.0909090909090909;0.181818181818182;0.181818181818182;0.181818181818182;0.272727272727273;0.272727272727273;0.272727272727273;0.272727272727273;0.363636363636364;0.545454545454545;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 2";"G18-F318";5;8;0;0.0952380952380952;0.0952380952380952;0.19047619047619;0.19047619047619;0.238095238095238;0.238095238095238;0.238095238095238;0.285714285714286;0.380952380952381;0.523809523809524;0.571428571428571;0.619047619047619;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 3";"G18-M40";5;8;0;0;0.0952380952380952;0.523809523809524;0.619047619047619;0.761904761904762;0.761904761904762;0.761904761904762;0.80952380952381;0.857142857142857;0.904761904761905;0.904761904761905;0.904761904761905;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 1";"FV2";6;8;0;0;0;0;0;0.2;0.25;0.3;0.4;0.45;0.7;0.7;0.7;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 3";"FV252";6;8;0.0526315789473684;0.0526315789473684;0.105263157894737;0.263157894736842;0.263157894736842;0.263157894736842;0.263157894736842;0.368421052631579;0.368421052631579;0.368421052631579;0.368421052631579;0.421052631578947;0.421052631578947;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 2";"G18-M52";6;8;0;0;0;0;0;0;0;0;0;0;0.5;0.5;0.5;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 2";"G18-M52";7;8;0;0;0;0.307692307692308;0.461538461538462;0.538461538461538;0.615384615384615;0.692307692307692;0.692307692307692;0.692307692307692;0.692307692307692;0.769230769230769;0.769230769230769;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 3";"G18-M52";7;8;0;0.142857142857143;0.214285714285714;0.428571428571429;0.5;0.714285714285714;0.714285714285714;0.785714285714286;0.785714285714286;0.785714285714286;0.785714285714286;0.785714285714286;0.785714285714286;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 1";"MBS847";7;8;0;0;0;0.173913043478261;0.260869565217391;0.347826086956522;0.521739130434783;0.521739130434783;0.652173913043478;0.652173913043478;0.869565217391304;0.869565217391304;0.869565217391304;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 2";"C105";8;8;0;0;0;0.111111111111111;0.277777777777778;0.277777777777778;0.277777777777778;0.277777777777778;0.444444444444444;0.444444444444444;0.666666666666667;0.666666666666667;0.666666666666667;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 1";"G18-M40";8;8;0;0;0;0.25;0.45;0.55;0.6;0.8;0.8;0.85;0.85;0.85;0.85;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 3";"NYS302";8;8;0;0.0666666666666667;0.266666666666667;0.666666666666667;0.866666666666667;0.866666666666667;0.866666666666667;0.866666666666667;0.933333333333333;0.933333333333333;1;1;1;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 1";"LO32";9;8;0;0;0;0;0.0526315789473684;0.0526315789473684;0.105263157894737;0.105263157894737;0.210526315789474;0.368421052631579;0.421052631578947;0.526315789473684;0.526315789473684;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 2";"Mo17";9;8;0;0;0;0.125;0.3125;0.375;0.4375;0.4375;0.4375;0.4375;0.4375;0.5625;0.5625;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 2";"Cm484";10;8;0;0;0;0.15;0.15;0.15;0.15;0.2;0.2;0.25;0.25;0.25;0.25;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 3";"F64";10;8;0.173913043478261;0.260869565217391;0.347826086956522;0.652173913043478;0.652173913043478;0.695652173913043;0.695652173913043;0.782608695652174;0.782608695652174;0.782608695652174;0.826086956521739;0.826086956521739;0.869565217391304;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 1";"FV252";10;8;0;0;0;0;0;0;0.0476190476190476;0.0476190476190476;0.0476190476190476;0.0952380952380952;0.380952380952381;0.380952380952381;0.380952380952381;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 1";"G18-M52";11;8;0;0;0;0.0625;0.0625;0.1875;0.1875;0.3125;0.625;0.6875;0.6875;0.8125;0.8125;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 3";"G18-M52";11;8;0;0;0.0952380952380952;0.285714285714286;0.333333333333333;0.476190476190476;0.571428571428571;0.666666666666667;0.761904761904762;0.761904761904762;0.761904761904762;0.761904761904762;0.761904761904762;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 2";"NYS302";11;8;0;0.0833333333333333;0.166666666666667;0.666666666666667;0.75;0.75;0.833333333333333;0.833333333333333;0.833333333333333;0.833333333333333;0.833333333333333;0.833333333333333;0.833333333333333;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 2";"G18-M40";2;9;0;0;0.153846153846154;0.153846153846154;0.461538461538462;0.692307692307692;0.846153846153846;0.923076923076923;0.923076923076923;0.923076923076923;0.923076923076923;0.923076923076923;0.923076923076923;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 1";"LO3";2;9;0;0;0.125;0.375;0.375;0.4375;0.6875;0.75;0.8125;0.875;0.875;0.875;0.875;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 2";"G18-F318";3;9;0;0.0454545454545455;0.0454545454545455;0.181818181818182;0.181818181818182;0.181818181818182;0.181818181818182;0.227272727272727;0.227272727272727;0.227272727272727;0.363636363636364;0.409090909090909;0.409090909090909;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 3";"HP301";3;9;0;0.0526315789473684;0.105263157894737;0.315789473684211;0.421052631578947;0.526315789473684;0.526315789473684;0.578947368421053;0.578947368421053;0.578947368421053;0.578947368421053;0.578947368421053;0.578947368421053;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 1";"SA24U";3;9;0;0;0.05;0.25;0.35;0.7;0.7;0.85;0.85;0.9;0.9;0.9;0.9;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
